user_id,run_id,weather,map_name,start_x,start_y,start_z,end_x,end_y,end_z,speed_kmh_start,speed_kmh_end,steer_angle_deg_start,steer_angle_deg_end,timestamp_start,timestamp_end,details
participant_02,6.0,day,Town10HD_Opt,0.2714697122573852,69.68575286865234,0.0019907760433852,0.2714697122573852,69.68575286865234,0.0019907760433852,26.215,26.215,-0.421,-0.421,2026-03-06 09:01:47.988851,2026-03-06 09:01:51.037897,window_1
participant_02,9.0,day,Town10HD_Opt,91.29106903076172,25.11216926574707,0.0020650101359933,91.29106903076172,25.11216926574707,0.0020650101359933,18.313,18.313,-8.541,-8.541,2026-03-06 09:01:48.164304,2026-03-06 09:01:52.241742,window_2
participant_02,6.0,day,Town10HD_Opt,25.78075408935547,69.71597290039062,0.001952133141458,25.78075408935547,69.71597290039062,0.001952133141458,0.002,0.002,-0.167,-0.167,2026-03-06 09:01:57.250942,2026-03-06 09:02:00.426893,window_2
participant_02,9.0,day,Town10HD_Opt,109.20929718017578,9.787288665771484,0.0018587112426757,109.20929718017578,9.787288665771484,0.0018587112426757,16.062,16.062,-18.109,-18.109,2026-03-06 09:01:58.562140,2026-03-06 09:02:02.353728,window_2
participant_02,9.0,day,Town10HD_Opt,108.08391571044922,-27.426000595092773,0.0020288084633648,108.08391571044922,-27.426000595092773,0.0020288084633648,22.846,22.846,-0.465,-0.465,2026-03-06 09:02:07.481117,2026-03-06 09:02:12.266837,window_1
participant_02,9.0,day,Town10HD_Opt,84.24230194091797,-63.69119644165039,0.0020079421810805,84.24230194091797,-63.69119644165039,0.0020079421810805,19.211,19.211,-4.365,-4.365,2026-03-06 09:02:18.502528,2026-03-06 09:02:21.078871,window_2
participant_02,9.0,day,Town10HD_Opt,35.843441009521484,-67.24588012695312,0.002026901114732,35.843441009521484,-67.24588012695312,0.002026901114732,27.602,27.602,-1.669,-1.669,2026-03-06 09:02:28.504709,2026-03-06 09:02:31.024840,window_1
participant_02,9.0,day,Town10HD_Opt,-6.104406833648682,-68.29217529296875,0.0020367430988699,-6.104406833648682,-68.29217529296875,0.0020367430988699,14.729,14.729,-2.28,-2.28,2026-03-06 09:02:36.527064,2026-03-06 09:02:40.255951,window_1
participant_02,9.0,day,Town10HD_Opt,-21.4632568359375,-68.23546600341797,0.0019187163561582,-21.4632568359375,-68.23546600341797,0.0019187163561582,0.006,0.006,0.294,0.294,2026-03-06 09:02:46.066385,2026-03-06 09:02:51.107803,window_2
participant_02,9.0,day,Town10HD_Opt,-70.38359832763672,-68.89614868164062,0.0020448302384465,-70.38359832763672,-68.89614868164062,0.0020448302384465,18.466,18.466,-1.899,-1.899,2026-03-06 09:02:58.469783,2026-03-06 09:03:01.623461,window_2
participant_02,9.0,day,Town10HD_Opt,-111.38291931152344,-26.77704620361328,0.0020507050212472,-111.38291931152344,-26.77704620361328,0.0020507050212472,31.0,31.0,-0.942,-0.942,2026-03-06 09:03:09.823797,2026-03-06 09:03:12.639575,window_1
participant_02,9.0,day,Town10HD_Opt,-110.77642059326172,-5.056733131408691,0.0019380950834602,-110.77642059326172,-5.056733131408691,0.0019380950834602,0.014,0.014,0.045,0.045,2026-03-06 09:03:18.774931,2026-03-06 09:03:22.731700,window_2
participant_02,9.0,day,Town10HD_Opt,-106.89974975585938,18.26546287536621,0.0019379424629732,-106.89974975585938,18.26546287536621,0.0019379424629732,15.736,15.736,-9.435,-9.435,2026-03-06 09:03:34.037106,2026-03-06 09:03:38.132844,window_1
participant_02,9.0,day,Town10HD_Opt,-89.96634674072266,26.27319526672364,0.0018094253027811,-89.96634674072266,26.27319526672364,0.0018094253027811,17.752,17.752,1.476,1.476,2026-03-06 09:03:45.582118,2026-03-06 09:03:48.199106,window_2
participant_02,9.0,day,Town10HD_Opt,-66.8810806274414,27.82779312133789,0.0019187927246093,-66.8810806274414,27.82779312133789,0.0019187927246093,0.006,0.006,-1.253,-1.253,2026-03-06 09:03:58.581787,2026-03-06 09:04:02.324238,window_1
participant_02,9.0,day,Town10HD_Opt,-65.2169418334961,27.893075942993164,0.0015168380923569,-65.2169418334961,27.893075942993164,0.0015168380923569,15.758,15.758,-0.106,-0.106,2026-03-06 09:04:07.007949,2026-03-06 09:04:11.776590,window_1
participant_02,9.0,day,Town10HD_Opt,16.732967376708984,28.40179443359375,0.0019611357711255,16.732967376708984,28.40179443359375,0.0019611357711255,16.829,16.829,0.717,0.717,2026-03-06 09:04:19.671614,2026-03-06 09:04:22.561757,window_2
participant_02,9.0,day,Town10HD_Opt,34.45946502685547,30.71396255493164,0.0020449447911232,34.45946502685547,30.71396255493164,0.0020449447911232,10.926,10.926,8.907,8.907,2026-03-06 09:04:28.503858,2026-03-06 09:04:33.871614,window_1
participant_02,9.0,day,Town10HD_Opt,41.39978790283203,49.492923736572266,0.0020238875877112,41.39978790283203,49.492923736572266,0.0020238875877112,7.746,7.746,-10.494,-10.494,2026-03-06 09:04:41.707934,2026-03-06 09:04:45.540317,window_2
participant_02,7.0,day,Town10HD_Opt,2.7707161903381348,69.77793884277344,0.0019574738107621,2.7707161903381348,69.77793884277344,0.0019574738107621,27.64,27.64,-0.926,-0.926,2026-03-06 09:04:59.736141,2026-03-06 09:05:03.424052,window_2
participant_02,7.0,day,Town10HD_Opt,34.153541564941406,68.77106475830078,0.0020206831395626,34.153541564941406,68.77106475830078,0.0020206831395626,22.26,22.26,-9.09,-9.09,2026-03-06 09:05:13.505571,2026-03-06 09:05:17.566143,window_2
participant_02,7.0,day,Town10HD_Opt,52.22979736328125,28.18689727783203,0.0020518493838608,52.22979736328125,28.18689727783203,0.0020518493838608,13.133,13.133,13.146,13.146,2026-03-06 09:05:26.379360,2026-03-06 09:05:31.259144,window_1
participant_02,7.0,day,Town10HD_Opt,73.03132629394531,28.71695899963379,0.0021945952903479,73.03132629394531,28.71695899963379,0.0021945952903479,7.143,7.143,0.982,0.982,2026-03-06 09:05:39.693156,2026-03-06 09:05:43.282458,window_1
participant_02,7.0,day,Town10HD_Opt,68.19690704345703,28.18901824951172,0.0019189834129065,68.19690704345703,28.18901824951172,0.0019189834129065,0.002,0.002,-1.081,-1.081,2026-03-06 09:05:50.230402,2026-03-06 09:05:55.680966,window_1
participant_02,7.0,day,Town10HD_Opt,86.9791488647461,27.79753303527832,0.003997306805104,86.9791488647461,27.79753303527832,0.003997306805104,32.799,32.799,-3.328,-3.328,2026-03-06 09:06:04.047480,2026-03-06 09:06:06.647631,window_2
participant_02,7.0,day,Town10HD_Opt,103.97900390625,-35.81870651245117,0.0018139648018404,103.97900390625,-35.81870651245117,0.0018139648018404,30.218,30.218,-2.452,-2.452,2026-03-06 09:06:16.701633,2026-03-06 09:06:21.164511,window_1
participant_02,7.0,day,Town10HD_Opt,35.06402969360352,-66.1476821899414,0.0019334411481395,35.06402969360352,-66.1476821899414,0.0019334411481395,41.917,41.917,0.465,0.465,2026-03-06 09:06:28.289396,2026-03-06 09:06:33.185176,window_2
participant_02,7.0,day,Town10HD_Opt,-4.533103942871094,-67.40455627441406,0.0020404814276844,-4.533103942871094,-67.40455627441406,0.0020404814276844,18.506,18.506,-0.005,-0.005,2026-03-06 09:06:38.819129,2026-03-06 09:06:43.966378,window_2
participant_02,7.0,day,Town10HD_Opt,-99.04764556884766,-53.75627136230469,0.0021541595924645,-99.04764556884766,-53.75627136230469,0.0021541595924645,37.766,37.766,-5.763,-5.763,2026-03-06 09:06:52.999143,2026-03-06 09:06:56.458143,window_1
participant_02,7.0,day,Town10HD_Opt,-110.58645629882812,-14.71245288848877,0.0020237730350345,-110.58645629882812,-14.71245288848877,0.0020237730350345,18.183,18.183,0.63,0.63,2026-03-06 09:07:04.053942,2026-03-06 09:07:09.506273,window_1
participant_02,7.0,day,Town10HD_Opt,-110.4499282836914,-5.051440238952637,0.0019190596649423,-110.4499282836914,-5.051440238952637,0.0019190596649423,0.0,0.0,-0.223,-0.223,2026-03-06 09:07:18.464330,2026-03-06 09:07:21.933364,window_2
participant_02,7.0,day,Town10HD_Opt,-82.7372817993164,27.71241950988769,0.0022475433070212,-82.7372817993164,27.71241950988769,0.0022475433070212,19.473,19.473,-1.262,-1.262,2026-03-06 09:07:31.880851,2026-03-06 09:07:35.663320,window_1
participant_02,7.0,day,Town10HD_Opt,-67.80183410644531,27.949750900268555,0.0019364928593859,-67.80183410644531,27.949750900268555,0.0019364928593859,0.076,0.076,0.143,0.143,2026-03-06 09:07:41.716768,2026-03-06 09:07:46.277351,window_1
participant_02,7.0,day,Town10HD_Opt,4.471900463104248,27.99011993408203,0.0023492430336773,4.471900463104248,27.99011993408203,0.0023492430336773,43.952,43.952,0.056,0.056,2026-03-06 09:07:54.340008,2026-03-06 09:07:58.998069,window_2
participant_02,7.0,day,Town10HD_Opt,40.60048294067383,43.76156997680664,0.0022720335982739,40.60048294067383,43.76156997680664,0.0022720335982739,21.815,21.815,8.048,8.048,2026-03-06 09:08:05.584812,2026-03-06 09:08:09.221893,window_1
participant_02,7.0,day,Town10HD_Opt,43.02742767333984,64.16145324707031,0.0019578551873564,43.02742767333984,64.16145324707031,0.0019578551873564,20.608,20.608,-14.584,-14.584,2026-03-06 09:08:15.674465,2026-03-06 09:08:20.748996,window_2
participant_02,7.0,day,Town10HD_Opt,89.35709381103516,70.92034149169922,0.0018470000941306,89.35709381103516,70.92034149169922,0.0018470000941306,24.334,24.334,14.246,14.246,2026-03-06 09:08:31.046434,2026-03-06 09:08:33.878679,window_2
participant_02,7.0,day,Town10HD_Opt,74.92401123046875,129.09498596191406,0.0019028091337531,74.92401123046875,129.09498596191406,0.0019028091337531,33.468,33.468,5.78,5.78,2026-03-06 09:08:41.009205,2026-03-06 09:08:44.922709,window_1
participant_02,7.0,day,Town10HD_Opt,-12.218111038208008,130.2308807373047,0.0020734404679387,-12.218111038208008,130.2308807373047,0.0020734404679387,48.314,48.314,0.2,0.2,2026-03-06 09:08:53.528261,2026-03-06 09:08:56.970443,window_2
participant_02,7.0,day,Town10HD_Opt,-42.297122955322266,88.85991668701172,0.0020827101543545,-42.297122955322266,88.85991668701172,0.0020827101543545,30.283,30.283,-1.746,-1.746,2026-03-06 09:09:04.892417,2026-03-06 09:09:09.877165,window_2
participant_02,7.0,day,Town10HD_Opt,-8.314535140991211,70.18146514892578,0.0019580458756536,-8.314535140991211,70.18146514892578,0.0019580458756536,9.515,9.515,-3.29,-3.29,2026-03-06 09:09:17.931480,2026-03-06 09:09:21.164500,window_2
participant_02,7.0,day,Town10HD_Opt,24.51248550415039,70.11652374267578,0.0019731139764189,24.51248550415039,70.11652374267578,0.0019731139764189,5.882,5.882,-0.402,-0.402,2026-03-06 09:09:30.696984,2026-03-06 09:09:33.498896,window_1
participant_02,10.0,day,Town10HD_Opt,-20.305538177490234,70.13453674316406,0.0019273376092314,-20.305538177490234,70.13453674316406,0.0019273376092314,21.996,21.996,3.028,3.028,2026-03-06 09:15:11.446278,2026-03-06 09:15:15.678115,window_1
participant_02,10.0,day,Town10HD_Opt,25.808698654174805,70.02996063232422,0.0021191404666751,25.808698654174805,70.02996063232422,0.0021191404666751,0.0,0.0,0.324,0.324,2026-03-06 09:15:25.736371,2026-03-06 09:15:29.604309,window_2
participant_02,10.0,day,Town10HD_Opt,44.07563400268555,59.8668212890625,0.0020570755004882,44.07563400268555,59.8668212890625,0.0020570755004882,21.172,21.172,-16.067,-16.067,2026-03-06 09:15:39.146942,2026-03-06 09:15:43.940525,window_2
participant_02,10.0,day,Town10HD_Opt,56.27365493774414,26.12077140808105,0.0021614837460219,56.27365493774414,26.12077140808105,0.0021614837460219,21.202,21.202,8.892,8.892,2026-03-06 09:15:53.349810,2026-03-06 09:15:57.279260,window_1
participant_02,10.0,day,Town10HD_Opt,76.44461059570312,25.784324645996094,0.0019635008648037,76.44461059570312,25.784324645996094,0.0019635008648037,4.65,4.65,-2.191,-2.191,2026-03-06 09:16:03.162058,2026-03-06 09:16:08.223944,window_1
participant_02,10.0,day,Town10HD_Opt,106.86548614501952,16.547710418701172,0.0023083877749741,106.86548614501952,16.547710418701172,0.0023083877749741,25.97,25.97,-8.646,-8.646,2026-03-06 09:16:16.777349,2026-03-06 09:16:20.172654,window_2
participant_02,10.0,day,Town10HD_Opt,107.25146484375,-32.282466888427734,0.0021560669410973,107.25146484375,-32.282466888427734,0.0021560669410973,17.747,17.747,-3.478,-3.478,2026-03-06 09:16:25.559787,2026-03-06 09:16:30.710181,window_1
participant_02,10.0,day,Town10HD_Opt,61.27869415283203,-66.19863891601562,0.0022870635148137,61.27869415283203,-66.19863891601562,0.0022870635148137,25.349,25.349,1.956,1.956,2026-03-06 09:16:35.572356,2026-03-06 09:16:40.986955,window_1
participant_02,10.0,day,Town10HD_Opt,-11.651445388793944,-65.26663970947266,0.0019528579432517,-11.651445388793944,-65.26663970947266,0.0019528579432517,13.123,13.123,0.649,0.649,2026-03-06 09:16:51.378533,2026-03-06 09:16:53.935881,window_2
participant_02,10.0,day,Town10HD_Opt,-81.52054595947266,-64.9410400390625,0.0018137741135433,-81.52054595947266,-64.9410400390625,0.0018137741135433,38.338,38.338,-5.73,-5.73,2026-03-06 09:17:04.362421,2026-03-06 09:17:06.954069,window_1
participant_02,10.0,day,Town10HD_Opt,-110.25064086914062,-11.431514739990234,0.0020353698637336,-110.25064086914062,-11.431514739990234,0.0020353698637336,12.148,12.148,-0.498,-0.498,2026-03-06 09:17:15.751054,2026-03-06 09:17:18.654359,window_2
participant_02,10.0,day,Town10HD_Opt,-110.35845184326172,-4.680726051330566,0.0019191360333934,-110.35845184326172,-4.680726051330566,0.0019191360333934,0.001,0.001,0.348,0.348,2026-03-06 09:17:27.227117,2026-03-06 09:17:32.186510,window_1
participant_02,10.0,day,Town10HD_Opt,-101.3568115234375,26.253740310668945,0.0019012069096788,-101.3568115234375,26.253740310668945,0.0019012069096788,34.955,34.955,-13.387,-13.387,2026-03-06 09:17:39.143758,2026-03-06 09:17:42.275873,window_1
participant_02,10.0,day,Town10HD_Opt,-69.60779571533203,27.88862991333008,0.0019201659597456,-69.60779571533203,27.88862991333008,0.0019201659597456,0.129,0.129,0.336,0.336,2026-03-06 09:17:51.605559,2026-03-06 09:17:57.077197,window_2
participant_02,10.0,day,Town10HD_Opt,6.924838066101074,28.06393241882324,0.0018978499574586,6.924838066101074,28.06393241882324,0.0018978499574586,36.494,36.494,-0.627,-0.627,2026-03-06 09:18:05.799425,2026-03-06 09:18:10.784833,window_1
participant_02,10.0,day,Town10HD_Opt,41.20722579956055,39.57381820678711,0.0018661117646843,41.20722579956055,39.57381820678711,0.0018661117646843,25.177,25.177,13.102,13.102,2026-03-06 09:18:14.530488,2026-03-06 09:18:17.162974,window_2
participant_02,10.0,day,Town10HD_Opt,48.82673263549805,70.57755279541016,0.002025794936344,48.82673263549805,70.57755279541016,0.002025794936344,10.952,10.952,-8.148,-8.148,2026-03-06 09:18:26.749920,2026-03-06 09:18:31.471348,window_1
participant_02,10.0,day,Town10HD_Opt,61.27648162841797,72.05733489990234,0.001689605647698,61.27648162841797,72.05733489990234,0.001689605647698,17.37,17.37,-7.965,-7.965,2026-03-06 09:18:35.465171,2026-03-06 09:18:40.776444,window_2
participant_02,10.0,day,Town10HD_Opt,95.29464721679688,108.06673431396484,0.0017571258358657,95.29464721679688,108.06673431396484,0.0017571258358657,33.114,33.114,1.683,1.683,2026-03-06 09:18:49.413542,2026-03-06 09:18:54.211890,window_2
participant_02,10.0,day,Town10HD_Opt,15.67772102355957,131.27569580078125,0.0020771026611328,15.67772102355957,131.27569580078125,0.0020771026611328,26.163,26.163,1.278,1.278,2026-03-06 09:19:03.045154,2026-03-06 09:19:05.858366,window_1
participant_02,10.0,day,Town10HD_Opt,-21.231969833374023,130.45306396484375,0.0019627378787845,-21.231969833374023,130.45306396484375,0.0019627378787845,4.547,4.547,0.884,0.884,2026-03-06 09:19:13.752443,2026-03-06 09:19:16.485391,window_2
participant_02,10.0,day,Town10HD_Opt,-44.72499084472656,95.6783676147461,0.0022640228271484,-44.72499084472656,95.6783676147461,0.0022640228271484,23.489,23.489,0.637,0.637,2026-03-06 09:19:25.257810,2026-03-06 09:19:27.831305,window_1
participant_02,10.0,day,Town10HD_Opt,-31.046283721923828,69.97176361083984,0.0018455504905432,-31.046283721923828,69.97176361083984,0.0018455504905432,25.395,25.395,8.253,8.253,2026-03-06 09:19:35.121970,2026-03-06 09:19:37.954964,window_2
participant_03,2.0,day,Town10HD_Opt,-40.314697265625,76.03841400146484,0.0019544600509107,-40.314697265625,76.03841400146484,0.0019544600509107,13.442,13.442,14.347,14.347,2026-03-10 07:15:08.272510,2026-03-10 07:15:10.880566,window_1
participant_03,2.0,day,Town10HD_Opt,-22.43964958190918,67.7158203125,0.0018744277767837,-22.43964958190918,67.7158203125,0.0018744277767837,15.387,15.387,14.195,14.195,2026-03-10 07:15:17.071689,2026-03-10 07:15:21.610339,window_1
participant_03,2.0,day,Town10HD_Opt,22.26640510559082,70.00137329101562,0.0021018218249082,22.26640510559082,70.00137329101562,0.0021018218249082,5.95,5.95,0.442,0.442,2026-03-10 07:15:32.335060,2026-03-10 07:15:36.579927,window_1
participant_03,2.0,day,Town10HD_Opt,38.67936325073242,67.4076919555664,0.001867179875262,38.67936325073242,67.4076919555664,0.001867179875262,8.751,8.751,-7.784,-7.784,2026-03-10 07:15:44.795858,2026-03-10 07:15:48.578363,window_2
participant_03,2.0,day,Town10HD_Opt,44.01353454589844,44.866458892822266,0.0018346405122429,44.01353454589844,44.866458892822266,0.0018346405122429,2.398,2.398,2.737,2.737,2026-03-10 07:15:57.712287,2026-03-10 07:16:01.059775,window_2
participant_03,2.0,day,Town10HD_Opt,47.71191787719727,30.811912536621094,0.001986808842048,47.71191787719727,30.811912536621094,0.001986808842048,6.885,6.885,13.47,13.47,2026-03-10 07:16:08.708775,2026-03-10 07:16:13.920048,window_2
participant_03,2.0,day,Town10HD_Opt,69.73639678955078,24.63411521911621,0.0018845367012545,69.73639678955078,24.63411521911621,0.0018845367012545,7.24,7.24,7.686,7.686,2026-03-10 07:16:23.960975,2026-03-10 07:16:27.719319,window_2
participant_03,2.0,day,Town10HD_Opt,81.47441864013672,24.71536636352539,0.0019187163561582,81.47441864013672,24.71536636352539,0.0019187163561582,0.002,0.002,-0.073,-0.073,2026-03-10 07:16:37.233389,2026-03-10 07:16:42.400051,window_2
participant_03,2.0,day,Town10HD_Opt,94.60826110839844,24.53209114074707,0.0024018096737563,94.60826110839844,24.53209114074707,0.0024018096737563,20.646,20.646,-13.239,-13.239,2026-03-10 07:16:48.957089,2026-03-10 07:16:53.230480,window_1
participant_03,2.0,day,Town10HD_Opt,107.64969635009766,2.739998340606689,0.0020487594883888,107.64969635009766,2.739998340606689,0.0020487594883888,18.351,18.351,7.53,7.53,2026-03-10 07:17:00.271341,2026-03-10 07:17:04.552748,window_2
participant_03,2.0,day,Town10HD_Opt,103.25282287597656,-45.69716644287109,0.0020382690709084,103.25282287597656,-45.69716644287109,0.0020382690709084,24.209,24.209,-5.035,-5.035,2026-03-10 07:17:11.123866,2026-03-10 07:17:13.837341,window_2
participant_03,2.0,day,Town10HD_Opt,71.40567016601562,-67.96388244628906,0.0020174025557935,71.40567016601562,-67.96388244628906,0.0020174025557935,23.026,23.026,-5.285,-5.285,2026-03-10 07:17:20.875995,2026-03-10 07:17:26.014485,window_1
participant_03,2.0,day,Town10HD_Opt,7.454462051391602,-67.90086364746094,0.0020354841835796,7.454462051391602,-67.90086364746094,0.0020354841835796,29.469,29.469,-0.061,-0.061,2026-03-10 07:17:33.574106,2026-03-10 07:17:38.506742,window_2
participant_03,2.0,day,Town10HD_Opt,-21.462980270385746,-68.23546600341797,0.0019237517844885,-21.462980270385746,-68.23546600341797,0.0019237517844885,0.007,0.007,0.193,0.193,2026-03-10 07:17:43.680722,2026-03-10 07:17:48.360970,window_1
participant_03,2.0,day,Town10HD_Opt,-70.38359832763672,-68.89614868164062,0.0020448302384465,-70.38359832763672,-68.89614868164062,0.0020448302384465,18.466,18.466,-1.899,-1.899,2026-03-10 07:17:57.562780,2026-03-10 07:18:02.026732,window_1
participant_03,2.0,day,Town10HD_Opt,-111.38291931152344,-26.77704620361328,0.0020507050212472,-111.38291931152344,-26.77704620361328,0.0020507050212472,31.0,31.0,-0.942,-0.942,2026-03-10 07:18:10.039575,2026-03-10 07:18:13.929456,window_1
participant_03,2.0,day,Town10HD_Opt,-110.77642059326172,-5.05595588684082,0.0019187927246093,-110.77642059326172,-5.05595588684082,0.0019187927246093,0.007,0.007,0.045,0.045,2026-03-10 07:18:20.905231,2026-03-10 07:18:24.680916,window_1
participant_03,2.0,day,Town10HD_Opt,-109.62276458740234,12.240654945373535,0.0019084548112004,-109.62276458740234,12.240654945373535,0.0019084548112004,16.841,16.841,-8.914,-8.914,2026-03-10 07:18:32.163735,2026-03-10 07:18:36.303837,window_1
participant_03,2.0,day,Town10HD_Opt,-97.5694351196289,25.352155685424805,0.001957893371582,-97.5694351196289,25.352155685424805,0.001957893371582,4.051,4.051,-2.203,-2.203,2026-03-10 07:18:39.805328,2026-03-10 07:18:43.555025,window_2
participant_03,2.0,day,Town10HD_Opt,-76.08811950683594,27.41483497619629,0.0019842910114675,-76.08811950683594,27.41483497619629,0.0019842910114675,6.812,6.812,-1.485,-1.485,2026-03-10 07:18:50.906144,2026-03-10 07:18:55.575529,window_2
participant_03,2.0,day,Town10HD_Opt,-66.8807373046875,27.82779312133789,0.0019191360333934,-66.8807373046875,27.82779312133789,0.0019191360333934,0.002,0.002,-0.369,-0.369,2026-03-10 07:19:02.255461,2026-03-10 07:19:05.668057,window_1
participant_03,2.0,day,Town10HD_Opt,-28.682844161987305,28.84491920471192,0.0021027754992246,-28.682844161987305,28.84491920471192,0.0021027754992246,25.61,25.61,-1.897,-1.897,2026-03-10 07:19:13.348726,2026-03-10 07:19:18.496929,window_2
participant_03,2.0,day,Town10HD_Opt,32.28511428833008,30.02805519104004,0.001968917902559,32.28511428833008,30.02805519104004,0.001968917902559,14.694,14.694,4.778,4.778,2026-03-10 07:19:27.476144,2026-03-10 07:19:32.876680,window_2
participant_03,2.0,day,Town10HD_Opt,41.39978790283203,49.492923736572266,0.0020238875877112,41.39978790283203,49.492923736572266,0.0020238875877112,7.746,7.746,-10.494,-10.494,2026-03-10 07:19:41.868074,2026-03-10 07:19:46.289981,window_1
participant_03,1.0,day,Town10HD_Opt,-38.48329925537109,73.29531860351562,0.0019547271076589,-38.48329925537109,73.29531860351562,0.0019547271076589,24.148,24.148,18.88,18.88,2026-03-10 07:24:49.530108,2026-03-10 07:24:52.575326,window_1
participant_03,1.0,day,Town10HD_Opt,-14.305768966674805,70.13356018066406,0.00190505979117,-14.305768966674805,70.13356018066406,0.00190505979117,14.987,14.987,-0.839,-0.839,2026-03-10 07:24:57.089800,2026-03-10 07:25:00.469726,window_1
participant_03,1.0,day,Town10HD_Opt,24.725324630737305,70.16053009033203,0.0020622634328901,24.725324630737305,70.16053009033203,0.0020622634328901,8.014,8.014,0.634,0.634,2026-03-10 07:25:09.498829,2026-03-10 07:25:12.668619,window_1
participant_03,1.0,day,Town10HD_Opt,41.14941787719727,63.212547302246094,0.0020631407387554,41.14941787719727,63.212547302246094,0.0020631407387554,19.732,19.732,-11.245,-11.245,2026-03-10 07:25:20.062568,2026-03-10 07:25:22.566629,window_1
participant_03,1.0,day,Town10HD_Opt,47.29093551635742,31.321983337402344,0.0020005798432976,47.29093551635742,31.321983337402344,0.0020005798432976,22.334,22.334,15.921,15.921,2026-03-10 07:25:31.224360,2026-03-10 07:25:35.369506,window_2
participant_03,1.0,day,Town10HD_Opt,102.56045532226562,18.55040168762207,0.0022650526370853,102.56045532226562,18.55040168762207,0.0022650526370853,27.358,27.358,-12.866,-12.866,2026-03-10 07:25:45.046225,2026-03-10 07:25:47.617010,window_1
participant_03,1.0,day,Town10HD_Opt,90.59162902832033,-57.91563034057617,0.0021228790283203,90.59162902832033,-57.91563034057617,0.0021228790283203,41.132,41.132,-4.211,-4.211,2026-03-10 07:25:57.174529,2026-03-10 07:26:01.492969,window_2
participant_03,1.0,day,Town10HD_Opt,21.57631492614746,-67.59831237792969,0.0020140456035733,21.57631492614746,-67.59831237792969,0.0020140456035733,39.004,39.004,-0.2,-0.2,2026-03-10 07:26:09.261243,2026-03-10 07:26:12.955259,window_2
participant_03,1.0,day,Town10HD_Opt,-41.18332290649414,-66.6043472290039,0.0019166183192282,-41.18332290649414,-66.6043472290039,0.0019166183192282,43.178,43.178,-1.027,-1.027,2026-03-10 07:26:23.060372,2026-03-10 07:26:27.690778,window_1
participant_03,1.0,day,Town10HD_Opt,-106.55941772460938,-43.64514923095703,0.0018975448329001,-106.55941772460938,-43.64514923095703,0.0018975448329001,28.445,28.445,-3.728,-3.728,2026-03-10 07:26:34.482204,2026-03-10 07:26:38.434435,window_1
participant_03,1.0,day,Town10HD_Opt,-110.50615692138672,-14.65910530090332,0.001919021597132,-110.50615692138672,-14.65910530090332,0.001919021597132,0.001,0.001,1.159,1.159,2026-03-10 07:26:43.785130,2026-03-10 07:26:48.300057,window_2
participant_03,1.0,day,Town10HD_Opt,-110.50615692138672,-14.659107208251951,0.0019191360333934,-110.50615692138672,-14.659107208251951,0.0019191360333934,0.001,0.001,0.129,0.129,2026-03-10 07:26:59.151045,2026-03-10 07:27:04.479218,window_1
participant_03,1.0,day,Town10HD_Opt,-111.50493621826172,-3.887288093566896,0.0019191360333934,-111.50493621826172,-3.887288093566896,0.0019191360333934,0.005,0.005,-0.374,-0.374,2026-03-10 07:27:12.556055,2026-03-10 07:27:17.008927,window_1
participant_03,1.0,day,Town10HD_Opt,-111.50493621826172,-3.885937452316284,0.001919021597132,-111.50493621826172,-3.885937452316284,0.001919021597132,0.001,0.001,0.371,0.371,2026-03-10 07:27:27.955806,2026-03-10 07:27:30.682621,window_1
participant_03,1.0,day,Town10HD_Opt,-98.48027801513672,24.269433975219727,0.0021047974005341,-98.48027801513672,24.269433975219727,0.0021047974005341,27.771,27.771,-8.976,-8.976,2026-03-10 07:27:37.241434,2026-03-10 07:27:41.918316,window_1
participant_03,1.0,day,Town10HD_Opt,-69.35470581054688,28.154979705810547,0.0019746017642319,-69.35470581054688,28.154979705810547,0.0019746017642319,5.892,5.892,-0.021,-0.021,2026-03-10 07:27:48.055531,2026-03-10 07:27:52.422772,window_2
participant_03,1.0,day,Town10HD_Opt,-68.62356567382812,28.1503849029541,0.0019198226509615,-68.62356567382812,28.1503849029541,0.0019198226509615,0.088,0.088,0.183,0.183,2026-03-10 07:27:59.557077,2026-03-10 07:28:02.885789,window_1
participant_03,1.0,day,Town10HD_Opt,-16.19780921936035,28.37049102783203,0.0021376037038862,-16.19780921936035,28.37049102783203,0.0021376037038862,37.272,37.272,0.266,0.266,2026-03-10 07:28:12.323180,2026-03-10 07:28:16.731044,window_1
participant_03,1.0,day,Town10HD_Opt,40.70613479614258,41.92875289916992,0.0023204039316624,40.70613479614258,41.92875289916992,0.0023204039316624,23.137,23.137,7.197,7.197,2026-03-10 07:28:23.031463,2026-03-10 07:28:27.459920,window_1
participant_03,1.0,day,Town10HD_Opt,40.50016403198242,52.6590461730957,0.0019188689766451,40.50016403198242,52.6590461730957,0.0019188689766451,0.006,0.006,-0.505,-0.505,2026-03-10 07:28:34.734021,2026-03-10 07:28:39.986479,window_2
participant_03,1.0,day,Town10HD_Opt,95.93335723876952,75.858642578125,0.0021855544764548,95.93335723876952,75.858642578125,0.0021855544764548,30.685,30.685,11.026,11.026,2026-03-10 07:28:48.943501,2026-03-10 07:28:53.059940,window_1
